Compound ID	Target ID	Target type	Acq. method	Name	S00010449	S00010450	S00010451	S00010452	S00010453	S00010454	S00010455	S00010456	S00010457	S00010458	S00010459	S00010460	S00010461	S00010462	S00010463	S00010464	S00010465	S00010466	S00010467	S00010468	S00010469	S00010470	S00010471	S00010472	S00010473	S00010474	S00010475	S00010476	S00010477	S00010478	S00010479	S00010480	S00010481	S00010482	S00010483	S00010484	S00010485	S00010486	S00010487
M02251	743144	UNIQUE	AQM003	UNKNOWN M02251 (M+H), BP 796.59025, RT 4.473								22221517	352978								169179	1900973																					
M02255	626519	UNIQUE	AQM003	UNKNOWN M02255 (M+H), BP 867.31892, RT 3.245														374538																									
M02258	626576	UNIQUE	AQM003	UNKNOWN M02258 (M+H), BP 890.51336, RT 6.723				16935		36532					21781	62515		30569	125105	52413	167161	112775	242307	203063					313441	144364		317533		146367		64572	370314	180854	145949	240310	207260		140182
M02259	623181	UNIQUE	AQM003	UNKNOWN M02259 (M+H), BP 105.0698, RT 3.546					32014	50002	27593		28933					30394																									
M02261	743436	UNIQUE	AQM003	UNKNOWN M02261 (M+H), BP 615.45875, RT 5.012								49498	25617																														
M02262	623915	UNIQUE	AQM003	UNKNOWN M02262 (M+H), BP 204.00404, RT .462	83627		15418		18562	51554	39576	16869						31269			48493	27852							36284	29023							45377					63547	29797
M02263	743452	UNIQUE	AQM003	UNKNOWN M02263 (M+H), BP 84.96055, RT 3.087	68992	67509	52532	27735	62831	58655	33551	47263	36194	85299	81787	76359		74752	52688	55781	62657	104430	47832	71688	67299	46256	49725	48183	65494	85717	37867	67543	46272	115979		48974	106323			17777	19343	118150	36903
M02264	623374	UNIQUE	AQM003	UNKNOWN M02264 (M+H), BP 131.04928, RT 3.502	41523	68697	45627	37610	61188	73274	78460	38979	76451	39131	55700	53171		50676	78928	59100	11345	31400		80098	29385	53231	29609	24889	73090	11170		69056	47385	36276			54695	16179			25971	20197	
M02265	623505	UNIQUE	AQM003	UNKNOWN M02265 (M+H), BP 139.22859, RT 1.46	66806	105435	234763											202297	134243	233524	74394	80791	148983	132322	147438	49200	62798	65252		107545	141156	61253				29362		101162	81354	69148	113098	173590	
M02266	623388	UNIQUE	AQM003	UNKNOWN M02266 (M+H), BP 132.18277, RT .567																						123219		141713										919797	1200643	2417312			
M02267	623389	UNIQUE	AQM003	UNKNOWN M02267 (M+H), BP 132.20776, RT 1.422	50298458	60429685	27662978	33058193	30424422	40201294	29093638	30204840	30328590	41857220	41378755	29501956		37663486	46309229	32265105	36986069	34912533	37030909	36685759	34578074	24211605	27135766	30959510	29735735	29665673	35507922	47510221	41471215	35477642		50467062	39656817	28556721	31476615	57409896	39136875	41998699	35770780
M02268	624057	UNIQUE	AQM003	UNKNOWN M02268 (M+H), BP 230.88921, RT .388	103830	61485	72521	86953	88364	96291	88938	101507	52388	77472	93976	73353		86624	56488	67003	68442	69322	87985	62338	76376	65193	98235	105906	68318	56317	44085	62747	62365	63656		80911	64686	48331	54635	48717	85173	58407	90704
M02269	623289	UNIQUE	AQM003	UNKNOWN M02269 (M+H), BP 123.15719, RT .963	1063886	885307	1145295	461091	827621	1084758	664759	653758	381136	896777	661727	956514		496191	859106	758229	1329153	1357744	1089615	756362	457365	668545	1974787	3953831	151342	562784	443458	1173062	1696532	1220188		1309340	742465	2184527	189538	3433010	2920145	2945150	3616749
M02271	623294	UNIQUE	AQM003	UNKNOWN M02271 (M+H), BP 123.2044, RT .713	4027946	2165718	5818749	3910696	3900286	3792339	4708052	4292352	4799038	3129604	3021666	4339598		4434303	3098781	4885747	4540057	4187217	4872022	4474913	4396211	3695381	4152459	3316741	4886636	4375873	3612948	3435252	2375764	3857529		1707074	4440963	2855499	1865585	1962666	3463857	3308096	3203218
M02272	623772	UNIQUE	AQM003	UNKNOWN M02272 (M+H), BP 176.23636, RT 2.605		121504	132934	170516	294216	270428				220205	158742	214827		295664	242610	298772	211465	114953	333753	341933		159491	121209	207382	227781	271242	228505	55960	228818			157595	257466	227057	128064	75267	181121	77702	127258
M02273	623594	UNIQUE	AQM003	UNKNOWN M02273 (M+H), BP 153.1539, RT 1.257					183667	149801	161831	130748																															
M02274	623404	UNIQUE	AQM003	UNKNOWN M02274 (M+H), BP 133.30672, RT 3.009	446109	464529	433064	380481	337255	326606	308324	317374	477144	447235	427275	399444		399160	395981	423180	345949	272005	322350	410585	351673	292339	210463	168895	314777	292635	110749	349611	277875	317124		309518	386866	96273	96502	61211	110395	149762	72560
M02275	623679	UNIQUE	AQM003	UNKNOWN M02275 (M+H), BP 164.11254, RT 1.195	2146495	1297453	2602266	2210564	2127933	1717885	2541465	2364224	2835694	1994966	1696761	2510856		2539653	1908738	2510417	2787227	2241369	2576674	2315030	2484250	2952535	2862386	2416715	2900769	2745530	2221302	1943300	1779944	2365710		1127367	2473826	1995538	2268311	1333272	2097688	2049981	2465700
M02276	623435	UNIQUE	AQM003	UNKNOWN M02276 (M+H), BP 137.15345, RT 2.387	2669870	68580	2508819	797603	3726955	5342687	3704598	3278748	16734	135068	55961	907345		1782625	967473	896346	445615	3017895	2039475	997574	320562	1669040	3671014	6492013	2071424	2263294	4168743	544957		114927		3122417	93432	7868854	8420003	8200858	10195367	9173011	5515156
M02277	623445	UNIQUE	AQM003	UNKNOWN M02277 (M+H), BP 137.29524, RT 1.06					272891	333222	111302	137253														132017	119691	542324										1149172	4922810	6648901			
M02278	623627	UNIQUE	AQM003	UNKNOWN M02278 (M+H), BP 156.1795, RT 3.245										17459		13440																											
M02280	623172	UNIQUE	AQM003	UNKNOWN M02280 (M+H), BP 103.0548, RT 2.602	548301	642380	312609	434209	431896	424306	372659	390651	425454	590039	540988	438920		472059	624157	437539	482796	47378	459529	418981	412445	340305	467426	512662	365836	415595	332921	587374	635436	521951		548158	458137	470339	481040	579470	506238	567207	500117
M02281	623780	UNIQUE	AQM003	UNKNOWN M02281 (M+H), BP 178.12155, RT 2.419	13795819	15149781	13941812	11849253	11574860	13645923	12044778	11371468	13423979	12630810	14032310	12060391		13492712	12883387	13973783	12874881	12524353	12606908	13934777	14113779	11843734	10491933	9882647	12358807	12193750	13485771	13065275	12623121	12155786		13669887	14032560	8488679	8381676	7656122	10382352	10514604	8328131
M02283	623920	UNIQUE	AQM003	UNKNOWN M02283 (M+H), BP 204.95682, RT .415	449300	434901	442202	354733	354199	424145	362249	360186	361982	363332	398314	397444		424748	406918	470293	447008	440116	452784	444631	438445	426138	417067	418074	476685	470004	439775	446186	357224	441755		445478	488619	354154	305310	369885	347249	401133	368851
M02284	623991	UNIQUE	AQM003	UNKNOWN M02284 (M+H), BP 219.08045, RT 2.558	1103217		41965735	34042733	11218657	8709935	12245735	10767684	229991	584215	876924	1465458		9376354	8250538	12111444	4532794	63228761	5399127	6148945	2060274	337914383	30127101	60158406	202420677	39966170	4991145	9441830	2571838	8009336		25862381	1605773	3875960	68664357	3391877	1901089	2805541	5984132
M02285	623560	UNIQUE	AQM003	UNKNOWN M02285 (M+H), BP 148.04262, RT .887										4022021	8994670	9436617		5990078	24467195	28730476	30346530	12372317	30496460	25398255	28198258	23706698	22137582	18634959	30102061	19630567	20011902	4813137	19329046	21257473			28416129	17997642	41408783	31407381		18955986	48298489
M02286	623654	UNIQUE	AQM003	UNKNOWN M02286 (M+H), BP 159.09177, RT 2.814	1340907	1761415	1244640	1196551	1016860	1424640	1097974	979722	1083804	1218602	1290811	1007210		1268849	1563738	1092558	1066001	1137513	1158247	1199457		830976	799319	835306	898842	866072	719529	1219421	1075212	1291385		1195565	1012961	590610	518079	781760	878592	969093	833630
M02287	623853	UNIQUE	AQM003	UNKNOWN M02287 (M+H), BP 191.40713, RT 1.342	312182	129794	438142	283134	302375	242819	341859	326284	407918	240028	227457	349265		365192	232731	340134	301097	304694	375725	362337	393825	291991	245776	235223	293922	301962	253741	204218	178416	265119		135471	381499	65014	121967	34876	262750	158225	295489
M02288	623607	UNIQUE	AQM003	UNKNOWN M02288 (M+H), BP 155.18833, RT .846	1772704	764727	2400521	1527938	1599711	1560871	1912833	1738926	1929740	1154482	1221486	1843224		1933481	1385175	2124619	2082378	1840780	2269709	2048258	1876880	1852018	1906989	1496539	2248614	1984665	1257429	1478844	1067208	1734472		721092	1956888	588586	720404	820408	1544394	1525221	1483671
M02291	624834	UNIQUE	AQM003	UNKNOWN M02291 (M+H), BP 348.23842, RT .867		124231	15933							548556	70529	86279			18653	160708	445567	20525	20636	13181	166961	173355	126372				51533	44340	1218672	375833			227920	1614466	1549035	60002	204460	1203221	
M02292	624286	UNIQUE	AQM003	UNKNOWN M02292 (M+H), BP 263.90129, RT 7.927	1368432	858557	1447556	1691593	1455808	1035709	1896537	1429327	2053437	1995890	1625928	2165925		1910606	1771603	1112711	1875234	1744139	1903472	828862	1229701	1695962	1264310	1196002	1982984	1693612	1492899	754291	2001001	1918200		789855	749537	1336497	1057102	1074025	1673555	1465823	1222942
M02293	625441	UNIQUE	AQM003	UNKNOWN M02293 (M+H), BP 499.36114, RT 4.743															50314				78233	98195												174563	62502				216509	14859	
M02294	625213	UNIQUE	AQM003	UNKNOWN M02294 (M+H), BP 432.23864, RT 3.558		2067335	620518				414052	372006	1480509	621952	1746901	1020025								2267445	942308	510199	743392			248872		1235535	1113981	619617			1777937	82625		39238	180850	116828	
M02296	624723	UNIQUE	AQM003	UNKNOWN M02296 (M+H), BP 328.89702, RT .4	60111	54388																	58239	46107		63647	75681		54242	54960	67776		37923	58759			55909	85766		92191	113917	95192	111249
M02298	626303	UNIQUE	AQM003	UNKNOWN M02298 (M+H), BP 793.5473, RT 6.499															416905																								
M02299	626270	UNIQUE	AQM003	UNKNOWN M02299 (M+H), BP 785.25377, RT 3.007										124902		37523		108019		120912	132520					98548	54496		95224		54710	32954	156131	116402			88990			62277			146440
M02300	625443	UNIQUE	AQM003	UNKNOWN M02300 (M+H), BP 501.37757, RT 4.653	83805	74330	40158												157148		89975	224122	114890	137209					27091	27752	65802					171394	201735				162790	161269	
M02301	625857	UNIQUE	AQM003	UNKNOWN M02301 (M+H), BP 657.36638, RT 3.157	807057	689664	553464	578179		1115156	647867		693424	557967	733605			727433		692900	680479	1163475	838144	665685	1184459	419375	680335	685053			3948840	842965	802941	846293		1055708	683033	472692	250266	539439	474049	568695	278526
M02302	626191	UNIQUE	AQM003	UNKNOWN M02302 (M+H), BP 768.53648, RT 2.628																									147876	165343	103872					52207						28044	40727
M02304	624290	UNIQUE	AQM003	UNKNOWN M02304 (M+H), BP 265.15825, RT 1.262	69272	31430	59967	68436	46972	49646				75798	24020					58155	61659	23516	52493		71302	92145	75679		55418	65442	80780		57706	48450				51318			70782	34467	
M02307	624895	UNIQUE	AQM003	UNKNOWN M02307 (M+H), BP 359.59268, RT 3.797		42270	60043		70955	72172										99599	65221	83454																					
M02308	624896	UNIQUE	AQM003	UNKNOWN M02308 (M+H), BP 359.64182, RT 3.796	39186	109782	59709				59740		69034							50194	60298	67416																					
M02309	624903	UNIQUE	AQM003	UNKNOWN M02309 (M+H), BP 360.53398, RT 3.804		48302	39695											27132																									
M02310	625217	UNIQUE	AQM003	UNKNOWN M02310 (M+H), BP 432.28141, RT 3.034	11722564	14772173	11353226	11026872	10573955	14844941	11554371	10946705	15465547	11093938	11386270	12048267		10818277	10361701	11561214	9817341	12063224	10697512	11607251	12728058	10572293	10216310	9362421	10249769	10859359	83371610	11634950	10333636	10974809		14006043	13699099	9971469	8621437	7669724	9278696	10307482	8455148
M02311	625218	UNIQUE	AQM003	UNKNOWN M02311 (M+H), BP 432.42338, RT 3.568	28791	24096		24840		15046																																	
M02312	625681	UNIQUE	AQM003	UNKNOWN M02312 (M+H), BP 597.43106, RT 3.505							20866		16606																														
M02313	625253	UNIQUE	AQM003	UNKNOWN M02313 (M+H), BP 446.07761, RT 3.531															12513																								
M02314	625254	UNIQUE	AQM003	UNKNOWN M02314 (M+H), BP 446.25032, RT 3.554		847784	206885				90777		640578	126460	725995	253898				280649	55440	97659		928875	418533	164698		43360	134799	49587			444206			380321	489943		26847	135200	84960	18800	
M02315	625731	UNIQUE	AQM003	UNKNOWN M02315 (M+H), BP 614.34285, RT 4.57				16528		23958	16262	23683						20604	24118		24021	19318																					
M02318	624915	UNIQUE	AQM003	UNKNOWN M02318 (M+H), BP 362.92667, RT .429	742871	783772	935288	944100	1014335	844298	1052345	1031289	975557	765595	928347	866046		876466	861684	796715	764503	748294	905714	762228	901778	554429	516738	559881	609278	651817	601789	650900	647092	747397		664642	607953	144143	84868	90575	405938	300491	334944
M02322	624857	UNIQUE	AQM003	UNKNOWN M02322 (M+H), BP 353.43637, RT 4.509															20411																								
M02323	624778	UNIQUE	AQM003	UNKNOWN M02323 (M+H), BP 339.15651, RT .844	129989	164775	81263	208738	181486	142661	172882	199804	193265	246291	159497	167933		194905	184222	126383	252618	201676	283930	119958	142343	113470	151586	134828	174468	174513	141967	130470	181177	172227		122797	148470		35402		144961	156382	
M02324	624781	UNIQUE	AQM003	UNKNOWN M02324 (M+H), BP 339.22791, RT 3.5											630667	616327																											
M02325	625202	UNIQUE	AQM003	UNKNOWN M02325 (M+H), BP 428.31186, RT 5.33															39180																								
M02327	624822	UNIQUE	AQM003	UNKNOWN M02327 (M+H), BP 347.16615, RT 3.152							70708	111985						181025						62386	88054																		
M02331	625293	UNIQUE	AQM003	UNKNOWN M02331 (M+H), BP 458.85609, RT .399	86111	85502	80992	105082	108752	86433	90832	102819	90242	98758	106454	103064		96312	97028	72448	98470	87929	92995	76776	80645	65504	89311	82654	69467	70233	83968	74989	87812	86620		82995	76394		42060		86967		88841
M02332	626607	UNIQUE	AQM003	UNKNOWN M02332 (M+H), BP 912.80004, RT 3.006				119846	137791			176346	73437	159358		158038		136499			39347	67128					194746	104925	453921	264072		165763	244103	148480		197437	235661	369932	138327	110849	260333		169778
M02335	624861	UNIQUE	AQM003	UNKNOWN M02335 (M+H), BP 354.28454, RT 3.801	4187397	5955126	5912496	4663058	4910838	6780035	324083	3485886	5809460	3099484	5642018	5759239		5067396	5102352	5827713	4194955	3760314	3547813	6196160	5647090	5110101	4155779	2073960	5035890	4159759	1293184	5598953	4602408	4948166		5725544	5524839	1234635	906914	1353029	751518	983814	228517
M02337	624486	UNIQUE	AQM003	UNKNOWN M02337 (M+H), BP 293.17938, RT 4.462					176217	593812																					64294					381220					167498	102278	
M02338	625021	UNIQUE	AQM003	UNKNOWN M02338 (M+H), BP 385.75567, RT 6.705	361109	152205	181762	44133	152018	246500	131217	92173	154328	197617	125885	237290		138773	270424	162503	510025	482619	584009	581929	218757	316655	466226	699249	482405	648702	499310	487721	529492	524195		568970	410623			1119411	990994	782935	
M02340	625135	UNIQUE	AQM003	UNKNOWN M02340 (M+H), BP 412.86043, RT .424		88920	117654	114607	119621		112548	113279	100749	83924	102507	102247			99479								70664	76230	84030	96916		88558	76805					37659		13414		82750	64572
M02341	626255	UNIQUE	AQM003	UNKNOWN M02341 (M+H), BP 782.24631, RT 3.008	909393	637927	611611	698656		550458	547898	679850	392689					399976	247159	355170		1168785	554534	566582	121163		681558					765112	455381	110252				509485	355496	140674			
M02344	626286	UNIQUE	AQM003	UNKNOWN M02344 (M+H), BP 789.44318, RT 3.208	395444	1076124					672501		597725										553709	375529	690971		463408	399977				82836	580779	399473				332069	223422				
M02345	624624	UNIQUE	AQM003	UNKNOWN M02345 (M+H), BP 314.15768, RT .689	373752	331398	568688	296131	278349	418071	337462	279930	375454	320256	303657	393790		353296	302903	716419	419210	394622	376231	659985	441390	518146	373003	394952	490131	431905	349609	604069	330739	421494		246362	707226	278253	225580	161019	192043	198418	173567
M02347	625356	UNIQUE	AQM003	UNKNOWN M02347 (M+H), BP 481.26214, RT 3.062	1290723	1647624	949841	887782	989153	1529644	958380	1040804	1050306	861948	1127361	868313		1112815	1141183	1075513	964716	1432250	1158911	1056785	1315980	714434	876419	903967	1184244	1250565	7682095	1238913	977157	1159945		1413272	1263005						
M02349	624806	UNIQUE	AQM003	UNKNOWN M02349 (M+H), BP 344.22775, RT 2.94	13253766	15824982	12793163	11831982	11104013	15570045	13514513	11897246	14212965	11851567	12354839	12828337		9469066	11996079	11435044	11208364	12320480	11208570	12288836	11588403	13821794	10170969	9497204	11235472	12100546	71889477	10901321	13581258	11675824		16028952	12017533	8373437	9172705	7029300	9153999	10840720	9561962
M02350	625034	UNIQUE	AQM003	UNKNOWN M02350 (M+H), BP 388.25321, RT 2.978	12976385	16651253	12560705	12202549	11474228	15592524	12853837	11986980	16545633	11670925	12329317	13119629		11156473	11072102	12607406	10793595	12825057	11706822	12551683	13204701	12039139	11202023	10186384	11118870	12222025	86444194	11955103	12008562	11979597		15800055	14092190	10582467	9547423	8170553	10117838	11424228	9464958
M02352	624496	UNIQUE	AQM003	UNKNOWN M02352 (M+H), BP 295.19502, RT 4.746										352529	174348								303809		343076																		
M02353	626267	UNIQUE	AQM003	UNKNOWN M02353 (M+H), BP 783.57636, RT 6.87	4648587		1761453	450745	1574812		800669	1567945	924305	2279694	612310			1108062	2649502	508195	4831820	3768198	6380856	3012015	940297	892836	1755387	3976386	1795751	2243486		1403692		2064791			1501724		24600203	18712020	24705256	18347296	
